cve_id,cve_description,clean_cve_text
CVE-2005-3302,"Eval injection vulnerability in bvh_import.py in Blender 2.36 allows attackers to execute arbitrary Python code via a hierarchy element in a .bvh file, which is supplied to an eval function call.",eval injection vulnerability in bvh import py in blender 2 36 allows attackers to execute arbitrary python code via a hierarchy element in a bvh file which is supplied to an eval function call
CVE-2007-1253,"Eval injection vulnerability in the (a) kmz_ImportWithMesh.py Script for Blender 0.1.9h, as used in (b) Blender before 2.43, allows user-assisted remote attackers to execute arbitrary Python code by importing a crafted (1) KML or (2) KMZ file.",eval injection vulnerability in the a kmz importwithmesh py script for blender 0 1 9h as used in b blender before 2 43 allows user assisted remote attackers to execute arbitrary python code by importing a crafted 1 kml or 2 kmz file
CVE-2008-5071,Multiple eval injection vulnerabilities in itpm_estimate.php in Yoxel 1.23beta and earlier allow remote authenticated users to execute arbitrary PHP code via the proj_id parameter.,multiple eval injection vulnerabilities in itpm estimate php in yoxel 1 23beta and earlier allow remote authenticated users to execute arbitrary php code via the proj id parameter
CVE-2020-8218,A code injection vulnerability exists in Pulse Connect Secure <9.1R8 that allows an attacker to crafted a URI to perform an arbitrary code execution via the admin web interface.,a code injection vulnerability exists in pulse connect secure 9 1r8 that allows an attacker to crafted a uri to perform an arbitrary code execution via the admin web interface
CVE-2021-22204,Improper neutralization of user data in the DjVu file format in ExifTool versions 7.44 and up allows arbitrary code execution when parsing the malicious image,improper neutralization of user data in the djvu file format in exiftool versions 7 44 and up allows arbitrary code execution when parsing the malicious image
CVE-2022-2054,Code Injection in GitHub repository nuitka/nuitka prior to 0.9.,code injection in github repository nuitka nuitka prior to 0 9
CVE-2007-6652,"cpie.php in XCMS 1.83 and earlier sends a redirect to the web browser but does not exit, which allows remote attackers to conduct direct static code injection attacks and execute arbitrary code via the testo_0 parameter in a cpie admin action to index.php, which writes to dati/generali/footer.dtb (aka the XCMS footer).",cpie php in xcms 1 83 and earlier sends a redirect to the web browser but does not exit which allows remote attackers to conduct direct static code injection attacks and execute arbitrary code via the testo 0 parameter in a cpie admin action to index php which writes to dati generali footer dtb aka the xcms footer
CVE-2007-2713,"ifdate 2.x sends a redirect to the web browser but does not exit when administrative credentials are missing, which allows remote attackers to obtain administrative access via a direct request for the admin/ URI.",ifdate 2 x sends a redirect to the web browser but does not exit when administrative credentials are missing which allows remote attackers to obtain administrative access via a direct request for the admin uri
CVE-1999-0783,FreeBSD allows local users to conduct a denial of service by creating a hard link from a device special file to a file on an NFS file system.,freebsd allows local users to conduct a denial of service by creating a hard link from a device special file to a file on an nfs file system
CVE-1999-1386,"Perl 5.004_04 and earlier follows symbolic links when running with the -e option, which allows local users to overwrite arbitrary files via a symlink attack on the /tmp/perl-eaXXXXX file.",perl 5 004 04 and earlier follows symbolic links when running with the e option which allows local users to overwrite arbitrary files via a symlink attack on the tmp perl eaxxxxx file
CVE-2000-0342,"Eudora 4.x allows remote attackers to bypass the user warning for executable attachments such as .exe, .com, and .bat by using a .lnk file that refers to the attachment, aka ""Stealth Attachment.""",eudora 4 x allows remote attackers to bypass the user warning for executable attachments such as exe com and bat by using a lnk file that refers to the attachment aka stealth attachment
CVE-2000-0972,"HP-UX 11.00 crontab allows local users to read arbitrary files via the -e option by creating a symlink to the target file during the crontab session, quitting the session, and reading the error messages that crontab generates.",hp ux 11 00 crontab allows local users to read arbitrary files via the e option by creating a symlink to the target file during the crontab session quitting the session and reading the error messages that crontab generates
CVE-2000-1178,"Joe text editor follows symbolic links when creating a rescue copy called DEADJOE during an abnormal exit, which allows local users to overwrite the files of other users whose joe session crashes.",joe text editor follows symbolic links when creating a rescue copy called deadjoe during an abnormal exit which allows local users to overwrite the files of other users whose joe session crashes
